% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
2	2.25	4	17	4	3	1	4767	1	4767	0.003	0	0.003	0.003	4767	0	4767	4767	
2.25	2.5	4	17	4	3	5	28040	5	28040	0.003	0	0.003	0.003	5608	4127.42	313	9422	
2.5	2.75	4	17	4	3	2	4691	2	4691	0.003	0	0.003	0.003	2345.5	515.481	1981	2710	
2.75	3	4	17	4	3	3	3138	3	3138	0.003	0	0.003	0.003	1046	222.919	802	1239	
3	3.25	4	17	4	3	2	3779	2	3779	0.003	0	0.003	0.003	1889.5	1071.27	1132	2647	
3.25	3.5	4	17	4	3	3	2964	3	2964	0.003	0	0.003	0.003	988	180.411	780	1102	
3.5	3.75	4	17	4	3	4	3913	3	2507	0.003	0	0.003	0.003	835.667	485.932	362	1333	
3.75	4	4	17	4	3	2	2097	3	3503	0.003	0	0.003	0.003	1167.67	323.039	800	1406	
4	4.25	4	17	4	3	3	4015	3	4015	0.003	0	0.003	0.003	1338.33	1212.88	153	2577	
